1,1324
1,1283
1,1337
1,1275
1,1328
1,1292
1,1311
1,1308
1,1299
1,1322
1,1285
1,1330
1,1284
1,1324
1,1296
1,1305
1,1311
1,1297
1,1321
1,1289
1,1332
1,1280
1,1318
1,1303
1,3790
1,1309
1,1299
1,3551
1,1293
1,1321
1,1285
1,1315
1,1308
1,1294
1,1328
1,1277
1,1340
1,1270
1,1337
1,1290
1,1300
1,1334
1,1260
1,1364
1,1254
1,1343
1,1292
1,1295
1,1337
1,1263
1,1360
1,1264
1,1331
1,1303
1,1290
1,1336
1,1270
1,1339
1,1284
1,1313
1,1312
1,1294
1,1321
1,1293
1,1317
1,4095
1,1309
1,1307
1,1305
1,1307
1,1300
1,1299
1,1305
1,1309
1,1296
